incident_id,incident_category,severity,incident_description,resolution_status,location
1746,Damaged Goods,Low,Warehouse accident damaged stored inventory. Reported at Ahmedabad facility during shift 1.,In Progress,Mumbai
1747,Damaged Goods,Medium,Temperature excursion affected product quality. Reported at Bengaluru facility during shift 3.,Open,Mumbai
1748,Shipment Delay,Low,Last-mile delivery partner unavailable. Reported at Chennai facility during shift 1.,Open,Ahmedabad
1749,Warehouse Issue,Low,Order picking queue exceeded capacity. Reported at Bengaluru facility during shift 2.,Open,Pune
1750,Warehouse Issue,Low,Inventory allocation issue detected. Reported at Ahmedabad facility during shift 3.,Resolved,Mumbai
1751,Inventory Shortage,Critical,Demand exceeded available stock levels. Reported at Pune facility during shift 2.,Resolved,Bengaluru
1752,Warehouse Issue,Low,Order picking queue exceeded capacity. Reported at Bengaluru facility during shift 1.,Open,Hyderabad
1753,Warehouse Issue,Medium,Cycle count discrepancy identified. Reported at Mumbai facility during shift 1.,Open,Mumbai
1754,Inventory Shortage,Low,Warehouse stock shortage detected. Reported at Ahmedabad facility during shift 1.,In Progress,Ahmedabad
1755,Damaged Goods,Low,Shipment contents damaged in transit. Reported at Mumbai facility during shift 3.,In Progress,Bengaluru
1756,Inventory Shortage,Medium,Supplier delay created inventory gap. Reported at Kolkata facility during shift 3.,In Progress,Hyderabad
1757,Damaged Goods,Medium,Product packaging torn during loading. Reported at Chennai facility during shift 3.,In Progress,Bengaluru
1758,Damaged Goods,Medium,Forklift accident damaged inventory. Reported at Kolkata facility during shift 1.,Resolved,Ahmedabad
1759,Documentation Error,Low,Purchase order details inconsistent. Reported at Mumbai facility during shift 3.,Open,Mumbai
1760,Inventory Shortage,Medium,Product unavailable due to inventory mismatch. Reported at Chennai facility during shift 1.,Open,Mumbai
1761,Documentation Error,High,Missing invoice delayed processing. Reported at Hyderabad facility during shift 1.,Resolved,Kolkata
1762,Transportation Failure,High,Fuel supply issue interrupted transportation. Reported at Mumbai facility during shift 1.,Resolved,Hyderabad
1763,Transportation Failure,Medium,Logistics partner experienced operational failure. Reported at Delhi facility during shift 1.,In Progress,Hyderabad
1764,Customs Issue,Medium,Shipment held by customs authorities. Reported at Mumbai facility during shift 1.,Resolved,Ahmedabad
1765,Customs Issue,Medium,Regulatory verification delayed release. Reported at Bengaluru facility during shift 1.,Open,Delhi
1766,Inventory Shortage,Critical,Safety stock threshold breached. Reported at Ahmedabad facility during shift 1.,Resolved,Ahmedabad
1767,Transportation Failure,Critical,Driver unavailable for scheduled route. Reported at Chennai facility during shift 1.,Open,Delhi
1768,Customs Issue,Medium,Shipment selected for random inspection. Reported at Chennai facility during shift 3.,In Progress,Chennai
1769,Transportation Failure,Low,Transportation network disruption reported. Reported at Bengaluru facility during shift 2.,Open,Hyderabad
1770,Warehouse Issue,High,Warehouse processing backlog reported. Reported at Delhi facility during shift 1.,Open,Hyderabad
1771,Warehouse Issue,Medium,Put-away process delayed inventory availability. Reported at Pune facility during shift 2.,In Progress,Hyderabad
1772,Customs Issue,Medium,Import permit approval pending. Reported at Hyderabad facility during shift 2.,In Progress,Hyderabad
1773,Customs Issue,Low,Customs requested additional documentation. Reported at Ahmedabad facility during shift 1.,Resolved,Chennai
1774,Inventory Shortage,Critical,Supplier delay created inventory gap. Reported at Bengaluru facility during shift 3.,In Progress,Ahmedabad
1775,Shipment Delay,Low,Unexpected weather conditions slowed transportation. Reported at Kolkata facility during shift 2.,Open,Bengaluru
1776,Transportation Failure,High,Accident blocked scheduled delivery route. Reported at Mumbai facility during shift 2.,Resolved,Ahmedabad
1777,Documentation Error,Medium,Customs paperwork contained errors. Reported at Hyderabad facility during shift 3.,In Progress,Kolkata
1778,Documentation Error,Low,Purchase order details inconsistent. Reported at Hyderabad facility during shift 2.,Resolved,Pune
1779,Warehouse Issue,High,Cycle count discrepancy identified. Reported at Mumbai facility during shift 2.,Resolved,Pune
1780,Damaged Goods,Critical,Product packaging torn during loading. Reported at Chennai facility during shift 2.,Open,Ahmedabad
1781,Customs Issue,Medium,Import documentation under review. Reported at Hyderabad facility during shift 3.,Open,Hyderabad
1782,Transportation Failure,Low,Vehicle maintenance issue halted delivery. Reported at Mumbai facility during shift 2.,Open,Bengaluru
1783,Damaged Goods,Medium,Transit vibration caused product defects. Reported at Mumbai facility during shift 1.,Open,Kolkata
1784,Damaged Goods,Low,Fragile goods mishandled during unloading. Reported at Chennai facility during shift 1.,In Progress,Hyderabad
1785,Warehouse Issue,High,Warehouse staffing shortage reported. Reported at Delhi facility during shift 1.,Open,Bengaluru
1786,Transportation Failure,Low,Route planning error delayed movement. Reported at Mumbai facility during shift 2.,In Progress,Pune
1787,Inventory Shortage,Medium,Unexpected order spike exhausted stock. Reported at Kolkata facility during shift 2.,Open,Hyderabad
1788,Damaged Goods,Medium,Container impact damaged shipment contents. Reported at Hyderabad facility during shift 1.,Resolved,Pune
1789,Warehouse Issue,High,Cycle count discrepancy identified. Reported at Delhi facility during shift 3.,In Progress,Delhi
1790,Transportation Failure,Medium,Transportation vendor system outage reported. Reported at Bengaluru facility during shift 2.,In Progress,Ahmedabad
1791,Documentation Error,Low,Customs paperwork contained errors. Reported at Kolkata facility during shift 2.,Resolved,Ahmedabad
1792,Customs Issue,Medium,Customs requested additional documentation. Reported at Pune facility during shift 2.,In Progress,Kolkata
1793,Transportation Failure,Low,Fleet utilization exceeded available capacity. Reported at Chennai facility during shift 3.,In Progress,Mumbai
1794,Warehouse Issue,Medium,Storage location information incorrect. Reported at Hyderabad facility during shift 1.,In Progress,Delhi
1795,Documentation Error,High,Labeling information did not match shipment. Reported at Hyderabad facility during shift 1.,In Progress,Delhi
1796,Transportation Failure,High,Accident blocked scheduled delivery route. Reported at Chennai facility during shift 2.,Resolved,Ahmedabad
1797,Warehouse Issue,Low,Warehouse stock mismatch identified. Reported at Mumbai facility during shift 1.,Resolved,Mumbai
1798,Damaged Goods,Medium,Container impact damaged shipment contents. Reported at Mumbai facility during shift 2.,Resolved,Pune
1799,Warehouse Issue,Medium,Warehouse stock mismatch identified. Reported at Mumbai facility during shift 3.,Resolved,Chennai
1800,Customs Issue,High,Border inspection extended shipment hold. Reported at Delhi facility during shift 3.,In Progress,Delhi
1801,Inventory Shortage,Medium,Warehouse unable to fulfill requested quantity. Reported at Delhi facility during shift 2.,Resolved,Chennai
1802,Warehouse Issue,Low,Warehouse management system outage reported. Reported at Bengaluru facility during shift 1.,Open,Mumbai
1803,Documentation Error,Low,Missing invoice delayed processing. Reported at Bengaluru facility during shift 1.,Open,Ahmedabad
1804,Transportation Failure,Medium,Delivery vehicle breakdown reported. Reported at Mumbai facility during shift 2.,Open,Bengaluru
1805,Warehouse Issue,Medium,Warehouse staffing shortage reported. Reported at Hyderabad facility during shift 3.,Resolved,Mumbai
1806,Transportation Failure,Low,Carrier failed to pick up shipment. Reported at Chennai facility during shift 1.,Resolved,Bengaluru
1807,Inventory Shortage,Medium,Backordered items unavailable for dispatch. Reported at Bengaluru facility during shift 2.,In Progress,Mumbai
1808,Documentation Error,Low,Export declaration contained errors. Reported at Pune facility during shift 3.,In Progress,Mumbai
1809,Transportation Failure,Low,Fuel supply issue interrupted transportation. Reported at Kolkata facility during shift 1.,In Progress,Mumbai
1810,Documentation Error,Medium,Purchase order details inconsistent. Reported at Chennai facility during shift 3.,Resolved,Ahmedabad
1811,Shipment Delay,Medium,Mechanical failure delayed freight movement. Reported at Pune facility during shift 1.,Resolved,Ahmedabad
1812,Damaged Goods,Medium,Package damaged during transportation. Reported at Delhi facility during shift 2.,Resolved,Bengaluru
1813,Damaged Goods,Low,Receiving inspection identified damaged goods. Reported at Kolkata facility during shift 3.,Resolved,Delhi
1814,Damaged Goods,High,Fragile goods mishandled during unloading. Reported at Pune facility during shift 2.,Open,Hyderabad
1815,Warehouse Issue,Low,Space constraint affected storage operations. Reported at Hyderabad facility during shift 2.,Resolved,Ahmedabad
1816,Transportation Failure,High,Fleet utilization exceeded available capacity. Reported at Delhi facility during shift 3.,Resolved,Hyderabad
1817,Inventory Shortage,Critical,Procurement delay affected inventory availability. Reported at Pune facility during shift 3.,In Progress,Kolkata
1818,Shipment Delay,Low,Shipment delayed due to customs inspection. Reported at Chennai facility during shift 3.,Open,Mumbai
1819,Transportation Failure,High,Trailer availability issue delayed dispatch. Reported at Ahmedabad facility during shift 2.,Resolved,Bengaluru
1820,Shipment Delay,High,Mechanical failure delayed freight movement. Reported at Delhi facility during shift 3.,In Progress,Mumbai
1821,Shipment Delay,Low,Rail transport delay impacted delivery timeline. Reported at Hyderabad facility during shift 1.,Resolved,Mumbai
1822,Transportation Failure,Medium,Third-party carrier cancelled shipment booking. Reported at Pune facility during shift 3.,Open,Delhi
1823,Damaged Goods,Low,Product packaging torn during loading. Reported at Ahmedabad facility during shift 2.,Resolved,Bengaluru
1824,Inventory Shortage,Medium,Stockout occurred at fulfillment center. Reported at Ahmedabad facility during shift 2.,Open,Bengaluru
1825,Customs Issue,High,Import documentation under review. Reported at Kolkata facility during shift 3.,Open,Mumbai
1826,Documentation Error,Low,Incorrect shipping documentation submitted. Reported at Mumbai facility during shift 1.,Open,Chennai
1827,Damaged Goods,Medium,Warehouse accident damaged stored inventory. Reported at Kolkata facility during shift 3.,Open,Pune
1828,Inventory Shortage,High,Raw material shortage impacted production. Reported at Ahmedabad facility during shift 1.,Resolved,Ahmedabad
1829,Documentation Error,High,Incorrect consignee information provided. Reported at Pune facility during shift 3.,Open,Mumbai
1830,Transportation Failure,Medium,Fuel supply issue interrupted transportation. Reported at Kolkata facility during shift 1.,Open,Hyderabad
1831,Shipment Delay,Low,Truck breakdown caused delivery delay. Reported at Ahmedabad facility during shift 1.,Resolved,Pune
1832,Shipment Delay,Medium,Unexpected weather conditions slowed transportation. Reported at Hyderabad facility during shift 2.,In Progress,Mumbai
1833,Warehouse Issue,Low,Warehouse staffing shortage reported. Reported at Delhi facility during shift 2.,Resolved,Bengaluru
1834,Warehouse Issue,Medium,Inventory misplaced within storage area. Reported at Hyderabad facility during shift 2.,Resolved,Mumbai
1835,Documentation Error,Low,Export declaration contained errors. Reported at Hyderabad facility during shift 3.,In Progress,Kolkata
1836,Damaged Goods,Low,Forklift accident damaged inventory. Reported at Pune facility during shift 1.,Resolved,Pune
1837,Warehouse Issue,Medium,Dock congestion slowed warehouse throughput. Reported at Chennai facility during shift 1.,Resolved,Chennai
1838,Damaged Goods,High,Product packaging torn during loading. Reported at Kolkata facility during shift 3.,Open,Ahmedabad
1839,Inventory Shortage,Low,Stockout occurred at fulfillment center. Reported at Chennai facility during shift 1.,Resolved,Bengaluru
