incident_id,incident_category,severity,incident_description,resolution_status,location,clean_text
515,Damaged Goods,High,Shipment contents damaged in transit. Reported at Pune facility during shift 2.,Resolved,Pune,shipment content damage transit report pune facility shift
516,Damaged Goods,Low,Improper handling caused item breakage. Reported at Hyderabad facility during shift 1.,Open,Delhi,improper handle cause item breakage report hyderabad facility shift
517,Warehouse Issue,Low,Space constraint affected storage operations. Reported at Mumbai facility during shift 1.,In Progress,Ahmedabad,space constraint affect storage operations report mumbai facility shift
518,Damaged Goods,Medium,Pallet collapse resulted in product damage. Reported at Mumbai facility during shift 3.,Open,Ahmedabad,pallet collapse result product damage report mumbai facility shift
519,Damaged Goods,Low,Improper handling caused item breakage. Reported at Hyderabad facility during shift 1.,Resolved,Hyderabad,improper handle cause item breakage report hyderabad facility shift
520,Warehouse Issue,High,Put-away process delayed inventory availability. Reported at Chennai facility during shift 1.,In Progress,Delhi,putaway process delay inventory availability report chennai facility shift
521,Shipment Delay,Medium,Dispatch process delayed at origin facility. Reported at Bengaluru facility during shift 2.,Open,Hyderabad,dispatch process delay origin facility report bengaluru facility shift
522,Damaged Goods,Critical,Transit vibration caused product defects. Reported at Delhi facility during shift 1.,In Progress,Bengaluru,transit vibration cause product defect report delhi facility shift
523,Shipment Delay,Low,Last-mile delivery partner unavailable. Reported at Mumbai facility during shift 1.,Open,Bengaluru,lastmile delivery partner unavailable report mumbai facility shift
524,Inventory Shortage,Medium,Demand exceeded available stock levels. Reported at Kolkata facility during shift 2.,Resolved,Mumbai,demand exceed available stock level report kolkata facility shift
525,Documentation Error,Low,Documentation approval pending correction. Reported at Hyderabad facility during shift 1.,Open,Bengaluru,documentation approval pending correction report hyderabad facility shift
526,Customs Issue,Critical,Import permit approval pending. Reported at Delhi facility during shift 1.,In Progress,Mumbai,import permit approval pending report delhi facility shift
527,Shipment Delay,Critical,Last-mile delivery partner unavailable. Reported at Chennai facility during shift 1.,In Progress,Kolkata,lastmile delivery partner unavailable report chennai facility shift
528,Transportation Failure,Medium,Delivery vehicle breakdown reported. Reported at Kolkata facility during shift 3.,In Progress,Bengaluru,delivery vehicle breakdown report report kolkata facility shift
529,Inventory Shortage,High,Stockout occurred at fulfillment center. Reported at Hyderabad facility during shift 2.,Open,Bengaluru,stockout occur fulfillment center report hyderabad facility shift
530,Customs Issue,High,Regulatory verification delayed release. Reported at Ahmedabad facility during shift 2.,In Progress,Chennai,regulatory verification delay release report ahmedabad facility shift
531,Shipment Delay,Medium,Carrier scheduling issue caused shipment delay. Reported at Kolkata facility during shift 1.,Resolved,Bengaluru,carrier schedule issue cause shipment delay report kolkata facility shift
532,Customs Issue,High,Shipment selected for random inspection. Reported at Chennai facility during shift 2.,In Progress,Ahmedabad,shipment select random inspection report chennai facility shift
533,Documentation Error,Critical,Invoice value discrepancy identified. Reported at Ahmedabad facility during shift 2.,Resolved,Pune,invoice value discrepancy identify report ahmedabad facility shift
534,Transportation Failure,Medium,Vehicle maintenance issue halted delivery. Reported at Delhi facility during shift 1.,Open,Chennai,vehicle maintenance issue halt delivery report delhi facility shift
535,Warehouse Issue,High,Space constraint affected storage operations. Reported at Hyderabad facility during shift 1.,In Progress,Pune,space constraint affect storage operations report hyderabad facility shift
536,Warehouse Issue,Low,Cycle count discrepancy identified. Reported at Bengaluru facility during shift 1.,Resolved,Bengaluru,cycle count discrepancy identify report bengaluru facility shift
537,Damaged Goods,Medium,Temperature excursion affected product quality. Reported at Chennai facility during shift 1.,In Progress,Pune,temperature excursion affect product quality report chennai facility shift
538,Warehouse Issue,Low,Warehouse staffing shortage reported. Reported at Delhi facility during shift 1.,In Progress,Pune,warehouse staff shortage report report delhi facility shift
539,Documentation Error,Medium,Incorrect shipping documentation submitted. Reported at Pune facility during shift 3.,Resolved,Bengaluru,incorrect ship documentation submit report pune facility shift
540,Warehouse Issue,Medium,Space constraint affected storage operations. Reported at Ahmedabad facility during shift 3.,In Progress,Chennai,space constraint affect storage operations report ahmedabad facility shift
541,Shipment Delay,Low,Shipment delayed due to customs inspection. Reported at Bengaluru facility during shift 3.,Resolved,Ahmedabad,shipment delay due customs inspection report bengaluru facility shift
542,Shipment Delay,Medium,Container missed connecting vessel. Reported at Bengaluru facility during shift 1.,Open,Pune,container miss connect vessel report bengaluru facility shift
543,Shipment Delay,High,Shipment delayed due to customs inspection. Reported at Delhi facility during shift 3.,Open,Mumbai,shipment delay due customs inspection report delhi facility shift
544,Warehouse Issue,Medium,Inventory misplaced within storage area. Reported at Pune facility during shift 1.,Resolved,Kolkata,inventory misplace within storage area report pune facility shift
545,Documentation Error,Medium,Missing invoice delayed processing. Reported at Pune facility during shift 2.,Open,Kolkata,miss invoice delay process report pune facility shift
546,Warehouse Issue,Medium,Dock congestion slowed warehouse throughput. Reported at Ahmedabad facility during shift 3.,Resolved,Pune,dock congestion slow warehouse throughput report ahmedabad facility shift
547,Inventory Shortage,Medium,Raw material shortage impacted production. Reported at Delhi facility during shift 2.,Resolved,Hyderabad,raw material shortage impact production report delhi facility shift
548,Inventory Shortage,Critical,Inventory replenishment delayed. Reported at Chennai facility during shift 3.,In Progress,Chennai,inventory replenishment delay report chennai facility shift
549,Inventory Shortage,Low,Cycle count revealed stock deficiency. Reported at Pune facility during shift 3.,Resolved,Mumbai,cycle count reveal stock deficiency report pune facility shift
550,Transportation Failure,Low,Carrier failed to pick up shipment. Reported at Pune facility during shift 3.,In Progress,Pune,carrier fail pick shipment report pune facility shift
551,Inventory Shortage,Medium,Raw material shortage impacted production. Reported at Mumbai facility during shift 3.,Resolved,Pune,raw material shortage impact production report mumbai facility shift
552,Transportation Failure,Low,Delivery vehicle breakdown reported. Reported at Hyderabad facility during shift 1.,Open,Pune,delivery vehicle breakdown report report hyderabad facility shift
553,Damaged Goods,Low,Warehouse accident damaged stored inventory. Reported at Mumbai facility during shift 3.,In Progress,Ahmedabad,warehouse accident damage store inventory report mumbai facility shift
554,Customs Issue,Medium,Tariff classification review in progress. Reported at Delhi facility during shift 2.,In Progress,Pune,tariff classification review progress report delhi facility shift
555,Documentation Error,High,Purchase order details inconsistent. Reported at Mumbai facility during shift 2.,Resolved,Bengaluru,purchase order detail inconsistent report mumbai facility shift
556,Inventory Shortage,Low,Inventory forecast underestimated demand. Reported at Mumbai facility during shift 1.,In Progress,Hyderabad,inventory forecast underestimate demand report mumbai facility shift
557,Shipment Delay,High,Truck breakdown caused delivery delay. Reported at Pune facility during shift 1.,Open,Mumbai,truck breakdown cause delivery delay report pune facility shift
